20 74	' ' 't'
205368 757474657273746f636b	' Sh' 'utterstock'
2047 696e	' G' 'in'
6865 6174	'he' 'at'
20686172 6d73	' har' 'ms'
206162 647563746564	' ab' 'ducted'
20426172636c 617973	' Barcl' 'ays'
53 4543	'S' 'EC'
207772 617468	' wr' 'ath'
4f 6273	'O' 'bs'
4d75736c696d 73	'Muslim' 's'
206173 63656e64	' as' 'cend'
204974 656d	' It' 'em'
656e74 696e67	'ent' 'ing'
20726f 706573	' ro' 'pes'
20696e63 7572726564	' inc' 'urred'
2063796c 696e646572	' cyl' 'inder'
20456e 68	' En' 'h'
617474 61636b73	'att' 'acks'
206d696e64 66756c	' mind' 'ful'
6c 6966	'l' 'if'
646973 6369706c	'dis' 'cipl'
616d626f 6f	'ambo' 'o'
207075626c 6973686573	' publ' 'ishes'
204a696e 70696e67	' Jin' 'ping'
766574 7465	'vet' 'te'
616d 696e61	'am' 'ina'
20696e6361726e 6174696f6e	' incarn' 'ation'
20736c 6964	' sl' 'id'
20726f6f6b 696573	' rook' 'ies'
2043 656d6574657279	' C' 'emetery'
696e 656e6365	'in' 'ence'
20656d 6974746564	' em' 'itted'
20646f776e 73747265616d	' down' 'stream'
2048 616972	' H' 'air'
2072656e6567 6f7469	' reneg' 'oti'
20706c 61717565	' pl' 'aque'
206170706c 69616e636573	' appl' 'iances'
43 7574	'C' 'ut'
206d7572646572 6f7573	' murder' 'ous'
206c 696e676572	' l' 'inger'
204d7973746572 79	' Myster' 'y'
726570726573656e74 6564	'represent' 'ed'
72656e 63686573	'ren' 'ches'
2073 69646564	' s' 'ided'
2064696d696e 697368696e67	' dimin' 'ishing'
204564 69736f6e	' Ed' 'ison'
6179 65	'ay' 'e'
2072656c 6f636174696f6e	' rel' 'ocation'
2062 756d706572	' b' 'umper'
2066 617578	' f' 'aux'
20656e72696368 6d656e74	' enrich' 'ment'
20737562736964 697a6564	' subsid' 'ized'
20636f6c6c61626f72 6174696e67	' collabor' 'ating'
207768 6970706564	' wh' 'ipped'
206f7574 6c696e696e67	' out' 'lining'
204e 424e	' N' 'BN'
20476f 616c73	' Go' 'als'
20737572 676564	' sur' 'ged'
20617574686f72 69746174697665	' author' 'itative'
2059 6164	' Y' 'ad'
2022 2f	' "' '/'
617070 696e6773	'app' 'ings'
6164 6a7573746564	'ad' 'justed'
2074756d 6f7273	' tum' 'ors'
206469736167726565 6d656e7473	' disagree' 'ments'
20617574 6973746963	' aut' 'istic'
204761 616c	' Ga' 'al'
2042 6176	' B' 'av'
204f7074 696d	' Opt' 'im'
203139 3131	' 19' '11'
6f7264 696e6174696f6e	'ord' 'ination'
67726f7570 73	'group' 's'
20636c 7574	' cl' 'ut'
20446177 6b696e73	' Daw' 'kins'
2072 7567676564	' r' 'ugged'
66 697474696e67	'f' 'itting'
206c69 6162696c6974696573	' li' 'abilities'
63 616972	'c' 'air'
616e 6965	'an' 'ie'
20696e686162 69746564	' inhab' 'ited'
2068 6961747573	' h' 'iatus'
7c 7c	'|' '|'
48 6f6d	'H' 'om'
20696e666f726d 616e74	' inform' 'ant'
2050 756c7365	' P' 'ulse'
616e6e 6965	'ann' 'ie'
206d6f7371756974 6f6573	' mosquit' 'oes'
20636f73 6d65746963	' cos' 'metic'
207472 6179	' tr' 'ay'
20646973 62616e64	' dis' 'band'
20536972 697573	' Sir' 'ius'
7261 696c	'ra' 'il'
61636f6e 69616e	'acon' 'ian'
2070726573756d 7074697665	' presum' 'ptive'
204d 4550	' M' 'EP'
43 6976696c	'C' 'ivil'
2077697365 6c79	' wise' 'ly'
2073686f7274 73746f70	' short' 'stop'
20526f6c 616e64	' Rol' 'and'
204372 617368	' Cr' 'ash'
20576174 6b696e73	' Wat' 'kins'
656e64 65	'end' 'e'
20426c 616e6b	' Bl' 'ank'
6170 61	'ap' 'a'
48 46	'H' 'F'
20496e 7370	' In' 'sp'
69 70706572	'i' 'pper'
2068617276657374 696e67	' harvest' 'ing'
20636172 6963	' car' 'ic'
204c 697465	' L' 'ite'
206469 76657274	' di' 'vert'
20737472696b65 6f757473	' strike' 'outs'
207072696e 74657273	' prin' 'ters'
20756e72657374 726963746564	' unrest' 'ricted'
e5 88	'�' '�'
6f6e6f6d 79	'onom' 'y'
6c65 636b	'le' 'ck'
2056 696c	' V' 'il'
204c61 756e	' La' 'un'
204174 6f6d6963	' At' 'omic'
2068656164 657273	' head' 'ers'
6964 696f7573	'id' 'ious'
4554 54	'ET' 'T'
2077 6f6f6c	' w' 'ool'
2074 617073	' t' 'aps'
204578 63656c	' Ex' 'cel'
204570 737465696e	' Ep' 'stein'
20426f79 6c65	' Boy' 'le'
20696e74696d6964 61746564	' intimid' 'ated'
204b 77	' K' 'w'
20446576656c6f70 657273	' Develop' 'ers'
507265 76696f75736c79	'Pre' 'viously'
2072656d 61746368	' rem' 'atch'
726568656e73 69626c65	'rehens' 'ible'
6e 6f76	'n' 'ov'
206469736775 69736564	' disgu' 'ised'
206469 70706564	' di' 'pped'
2042617474 616c696f6e	' Batt' 'alion'
206c 617661	' l' 'ava'
206361706163 6974696573	' capac' 'ities'
20477265656e 7065616365	' Green' 'peace'
7374 61636b	'st' 'ack'
2066 72696573	' f' 'ries'
20736372696d 6d616765	' scrim' 'mage'
41 5a	'A' 'Z'
206c6567 616c697479	' leg' 'ality'
206b6e 69676874	' kn' 'ight'
756c6c 696e67	'ull' 'ing'
20576172 6372616674	' War' 'craft'
2048 617264656e	' H' 'arden'
207363 72616d626c65	' sc' 'ramble'
20636f6c6c61626f72 61746f7273	' collabor' 'ators'
2056 616c65	' V' 'ale'
2053616d 616e746861	' Sam' 'antha'
20696e666f726d 6174697665	' inform' 'ative'
4578 63657074	'Ex' 'cept'
207768 697374	' wh' 'ist'
20746578 74696e67	' tex' 'ting'
7465 696e	'te' 'in'
20687973746572 6961	' hyster' 'ia'
205b 2b	' [' '+'
78 63	'x' 'c'
20636f6d706c 69616e74	' compl' 'iant'
20636f6d706172 6174697665	' compar' 'ative'
20416c 657274	' Al' 'ert'
20706f776572 6c657373	' power' 'less'
204c616d 62657274	' Lam' 'bert'
72 6972	'r' 'ir'
207472616e736c 61746f72	' transl' 'ator'
74 6c6573	't' 'les'
204176 61746172	' Av' 'atar'
d8 a8	'�' '�'
20537572 7665696c6c616e6365	' Sur' 'veillance'
207374 6f7665	' st' 'ove'
20636f6d706c656d656e74 617279	' complement' 'ary'
20616d 6173736564	' am' 'assed'
204c656d 6f6e	' Lem' 'on'
2042756368 616e616e	' Buch' 'anan'
7368 69656c64	'sh' 'ield'
20656c656374726f6d 61676e65746963	' electrom' 'agnetic'
20696e64697363 72696d696e	' indisc' 'rimin'
2043 6c69656e74	' C' 'lient'
20776f726b 696e6773	' work' 'ings'
20656e 7a796d65	' en' 'zyme'
e296 91	'�' '�'
726574 6368	'ret' 'ch'
696e746572657374 6564	'interest' 'ed'
20646566 69616e74	' def' 'iant'
20736974 75	' sit' 'u'
207365 7665726564	' se' 'vered'
205175 6f7465	' Qu' 'ote'
204772 616d6d79	' Gr' 'ammy'
4d6572 6974	'Mer' 'it'
2066617363 696e6174696f6e	' fasc' 'ination'
20436f6e74 657374	' Cont' 'est'
7a 6f73	'z' 'os'
7379 6e	'sy' 'n'
20756e74 727565	' unt' 'rue'
20746162 6f6f	' tab' 'oo'
20696d6167 696e696e67	' imag' 'ining'
20576f726b73 686f70	' Works' 'hop'
2053 6973746572	' S' 'ister'
206479 73746f70	' dy' 'stop'
6f7264696e 61746f72	'ordin' 'ator'
6f6e64 75	'ond' 'u'
696e 6973686564	'in' 'ished'
656e66 72616e6368	'enf' 'ranch'
2053746570 68656e73	' Step' 'hens'
2052 6962	' R' 'ib'
57696c 736f6e	'Wil' 'son'
2059 616b	' Y' 'ak'
756c 656e6365	'ul' 'ence'
207363 617263697479	' sc' 'arcity'
207265617373 757265	' reass' 'ure'
7265 7065	're' 'pe'
2048 6f67	' H' 'og'
e382 93	'�' '�'
4d 696c6c6572	'M' 'iller'
205665 67616e	' Ve' 'gan'
2070617373 696f6e73	' pass' 'ions'
2053 6e65	' S' 'ne'
203139 3231	' 19' '21'
2069746572 6174696f6e73	' iter' 'ations'
204d 6f6c6c79	' M' 'olly'
2073757266 696e67	' surf' 'ing'
2072657065 617473	' repe' 'ats'
496e74 726f6475	'Int' 'rodu'
6761 617264	'ga' 'ard'
4d 61696c	'M' 'ail'
6e6572 67	'ner' 'g'
52 6f6c6c	'R' 'oll'
2073657061726174 697374	' separat' 'ist'
2054616c6b 696e67	' Talk' 'ing'
204c 696761	' L' 'iga'
2072 6179	' r' 'ay'
20416c6c 6f77	' All' 'ow'
20686f73706974616c 697479	' hospital' 'ity'
20636172 63696e	' car' 'cin'
696d 6574657273	'im' 'eters'
206772617070 6c696e67	' grapp' 'ling'
20636861726163746572 697a6174696f6e	' character' 'ization'
756d62 696e67	'umb' 'ing'
20646562 61636c65	' deb' 'acle'
20616e746962 6f64696573	' antib' 'odies'
20416e647265 6173	' Andre' 'as'
73 69676e6564	's' 'igned'
20487562 626c65	' Hub' 'ble'
2076756c 676172	' vul' 'gar'
207469676874 656e696e67	' tight' 'ening'
20707265 616368696e67	' pre' 'aching'
2052 50	' R' 'P'
20417070 616c616368	' App' 'alach'
6f7679 6368	'ovy' 'ch'
2067 68	' g' 'h'
2057 616e64	' W' 'and'
204d 6f6c64	' M' 'old'
204973 6c65	' Is' 'le'
2049 4e44	' I' 'ND'
696c6974 6174696e67	'ilit' 'ating'
4d 616465	'M' 'ade'
2046 75656c	' F' 'uel'
2044657374 726f79	' Dest' 'roy'
2073656e 617465	' sen' 'ate'
2063616e 6e6564	' can' 'ned'
73 696e	's' 'in'
206e756d6572 6963616c	' numer' 'ical'
206c 696d65	' l' 'ime'
636f6e 69	'con' 'i'
2072686574 6f726963616c	' rhet' 'orical'
206472 61696e6564	' dr' 'ained'
204173 6865	' As' 'he'
204d65 616e73	' Me' 'ans'
d0bb d0b0	'л' 'а'
2074726f 7068696573	' tro' 'phies'
20736372697074 6564	' script' 'ed'
2063756c746976 617465	' cultiv' 'ate'
2044 7564	' D' 'ud'
20416c 69736f6e	' Al' 'ison'
6976616c 656e74	'ival' 'ent'
697370 656e73	'isp' 'ens'
636f6e73 756d696e67	'cons' 'uming'
2053 6f79	' S' 'oy'
696c 61746572	'il' 'ater'
44 6f6d	'D' 'om'
207370 6f72	' sp' 'or'
20686f6e 6f72696e67	' hon' 'oring'
206162 627265	' ab' 'bre'
20426563 6f6d65	' Bec' 'ome'
6973 6f6c	'is' 'ol'
61736f6e 6963	'ason' 'ic'
2073 75726e	' s' 'urn'
206164 657074	' ad' 'ept'
756368 73	'uch' 's'
6f6c6c 656e	'oll' 'en'
29 2f	')' '/'
207363726577 73	' screw' 's'
20636861726163746572 697a65	' character' 'ize'
2052 617973	' R' 'ays'
7572 62616e	'ur' 'ban'
2070656173 616e7473	' peas' 'ants'
204e756d 62657273	' Num' 'bers'
4c696e6b 6564496e	'Link' 'edIn'
204d6172 696e	' Mar' 'in'
2050 657368	' P' 'esh'
4b 59	'K' 'Y'
20656c 6173746963	' el' 'astic'
2070616c 65747465	' pal' 'ette'
2066696e6765727072696e74 73	' fingerprint' 's'
20526976657273 696465	' Rivers' 'ide'
20d0bd d0b5	' н' 'е'
2072657065 616c6564	' repe' 'aled'
204b 727567	' K' 'rug'
204163 63657074	' Ac' 'cept'
6174 7572696e67	'at' 'uring'
203139 3232	' 19' '22'
205472616666 6f7264	' Traff' 'ord'
29 2ce2809d	')' ',”'
207374616666 696e67	' staff' 'ing'
206170 6f6c6f67696573	' ap' 'ologies'
20546f72 6168	' Tor' 'ah'
20456e74 7279	' Ent' 'ry'
4265 67696e	'Be' 'gin'
207361 696c6564	' sa' 'iled'
206f766572 6c6f6f6b696e67	' over' 'looking'
4144 45	'AD' 'E'
20 e6	' ' '�'
20636f6d62757374 696f6e	' combust' 'ion'
203139 3238	' 19' '28'
207375627363 72697074	' subsc' 'ript'
206d6179 6f72616c	' may' 'oral'
20656c 6f7175	' el' 'oqu'
207472616e73706f7274 696e67	' transport' 'ing'
206a 756e	' j' 'un'
2068 69726573	' h' 'ires'
61726368 697665	'arch' 'ive'
41 58	'A' 'X'
206c 6f756e6765	' l' 'ounge'
20686573 69746174696f6e	' hes' 'itation'
20676c6163 69657273	' glac' 'iers'
2054 7269616c	' T' 'rial'
2043 616e6479	' C' 'andy'
69 61746573	'i' 'ates'
6275 71756572717565	'bu' 'querque'
52 6562	'R' 'eb'
4e 617a	'N' 'az'
2072657374 6564	' rest' 'ed'
20657363616c 617465	' escal' 'ate'
204c 495645	' L' 'IVE'
20636f6d6d 6f6e73	' comm' 'ons'
20756c74 726173	' ult' 'ras'
e0 a6	'�' '�'
72 6174686572	'r' 'ather'
6970 6d656e74	'ip' 'ment'
20726f636b 6564	' rock' 'ed'
20617474 656e6473	' att' 'ends'
204d 61736b	' M' 'ask'
20494e 54	' IN' 'T'
2048756d 616e73	' Hum' 'ans'
2e27 e2809d	".'" '”'
206d617373 616765	' mass' 'age'
696464 6c6564	'idd' 'led'
636f6e74 696e656e74616c	'cont' 'inental'
20636f6d70 72657373	' comp' 'ress'
696d70 6f736564	'imp' 'osed'
207363 726f6c6c696e67	' sc' 'rolling'
20666163696c6974 61746564	' facilit' 'ated'
696c 61746564	'il' 'ated'
3230 31	'20' '1'
206d6172 626c65	' mar' 'ble'
20686f6d 657273	' hom' 'ers'
6374 72	'ct' 'r'
205d 2c	' ]' ','
646976 6973696f6e	'div' 'ision'
207375 67	' su' 'g'
20726569676e 696e67	' reign' 'ing'
2062757267 657273	' burg' 'ers'
205363 616e	' Sc' 'an'
20696e666c75 656e7a61	' influ' 'enza'
20426174746c65 6669656c64	' Battle' 'field'
706572 6174757265	'per' 'ature'
6d 696c	'm' 'il'
68656164 696e67	'head' 'ing'
2057 69746e657373	' W' 'itness'
6973 616e6365	'is' 'ance'
437275 7a	'Cru' 'z'
73 6163	's' 'ac'
6e6572 79	'ner' 'y'
20666f7267 6976656e	' forg' 'iven'
6d 75	'm' 'u'
20666574 7573	' fet' 'us'
204769 6f76	' Gi' 'ov'
686573 6461	'hes' 'da'
207570 66726f6e74	' up' 'front'
20736c69 7070657279	' sli' 'ppery'
206a 61	' j' 'a'
205374 756666	' St' 'uff'
20466f72 676574	' For' 'get'
20536865 6c646f6e	' She' 'ldon'
696e 66656374	'in' 'fect'
4d6963 68656c	'Mic' 'hel'
2077 696b69	' w' 'iki'
206472697665 776179	' drive' 'way'
2053687574 746c65	' Shut' 'tle'
204b72 697368	' Kr' 'ish'
28 28	'(' '('
206f7267616e6973 657273	' organis' 'ers'
206f6e 736c6175676874	' on' 'slaught'
205076 50	' Pv' 'P'
6f67656e 6f7573	'ogen' 'ous'
2072656365697074 73	' receipt' 's'
20696e74696d 616379	' intim' 'acy'
206865 6e	' he' 'n'
2041726368 6165	' Arch' 'ae'
207265616374 73	' react' 's'
206865 6564	' he' 'ed'
206164617074 6174696f6e73	' adapt' 'ations'
20746f 7070696e67	' to' 'pping'
206d69736f67796e 79	' misogyn' 'y'
20636f696e63 696465	' coinc' 'ide'
2061707065 617365	' appe' 'ase'
20706f72 6368	' por' 'ch'
73 686564	's' 'hed'
2067656e 7573	' gen' 'us'
20526563 7265	' Rec' 're'
206465726976 6174697665	' deriv' 'ative'
2064 616e63657273	' d' 'ancers'
205371756164 726f6e	' Squad' 'ron'
204d 6e	' M' 'n'
204572 726f72	' Er' 'ror'
2043 6865726e	' C' 'hern'
6f6e7374 72756374696f6e	'onst' 'ruction'
4578 6974	'Ex' 'it'
20726576 6973696f6e73	' rev' 'isions'
2046 65646572	' F' 'eder'
2070726563 7572736f72	' prec' 'ursor'
204772 696d	' Gr' 'im'
204f76657273 69676874	' Overs' 'ight'
204174 6d6f7370	' At' 'mosp'
65726f 696473	'ero' 'ids'
63 6173746572	'c' 'aster'
2064696374 61746564	' dict' 'ated'
2043 6f7574	' C' 'out'
20c3 a4	' �' '�'
2048 43	' H' 'C'
20696e73746974 75746564	' instit' 'uted'
20696e636f72706f72 61746573	' incorpor' 'ates'
20636f7272757074 6564	' corrupt' 'ed'
20616c6c 6f63617465	' all' 'ocate'
20616476657273 617279	' advers' 'ary'
2048756e 676572	' Hun' 'ger'
70656374 696e67	'pect' 'ing'
6c 6f7374	'l' 'ost'
6a7269 77616c	'jri' 'wal'
4152 52	'AR' 'R'
206c65 78	' le' 'x'
20686f766572 696e67	' hover' 'ing'
206465 63657074697665	' de' 'ceptive'
205043 49	' PC' 'I'
706c 6f74	'pl' 'ot'
4b 6172	'K' 'ar'
6f6767 6c65	'ogg' 'le'
53 656e64	'S' 'end'
2070 656e6e	' p' 'enn'
d7 99	'�' '�'
7472 61646974696f6e616c	'tr' 'aditional'
205375706572 696e74656e64656e74	' Super' 'intendent'
20536978 7468	' Six' 'th'
736574 74696e67	'set' 'ting'
2077 6f6f	' w' 'oo'
6f6c 696e	'ol' 'in'
20666c75 6f72	' flu' 'or'
204c 6573746572	' L' 'ester'
2048 69746368	' H' 'itch'
204279 726e65	' By' 'rne'
20756e6c65 617368	' unle' 'ash'
2062616c636f6e 79	' balcon' 'y'
20446576 696e	' Dev' 'in'
73 6f6e67	's' 'ong'
2066726f 7374	' fro' 'st'
20646972656374 73	' direct' 's'
6f6f6b 73	'ook' 's'
20537065 63	' Spe' 'c'
206465666572 726564	' defer' 'red'
204b6174 7a	' Kat' 'z'
20666c75 696473	' flu' 'ids'
2064797366756e6374696f6e 616c	' dysfunction' 'al'
204e 617468	' N' 'ath'
2073756d6d6172 697a6564	' summar' 'ized'
20617374726f6e 6f6d6963616c	' astron' 'omical'
20417373617373 696e	' Assass' 'in'
6464 696e67	'dd' 'ing'
205370 616e69	' Sp' 'ani'
2053616d 6172	' Sam' 'ar'
72657370 6f6e7365	'resp' 'onse'
6168 69	'ah' 'i'
2070696c6c 6172	' pill' 'ar'
54 6172676574	'T' 'arget'
20737072656164 7368656574	' spread' 'sheet'
6c6574 6573	'let' 'es'
696d6167 696e	'imag' 'in'
2056 6974616c	' V' 'ital'
65 616368	'e' 'ach'
49 7373	'I' 'ss'
223a 7b22	'":' '{"'
2076696e65 676172	' vine' 'gar'
20746f74616c 696e67	' total' 'ing'
206f727068 616e	' orph' 'an'
20617574686f72 697a65	' author' 'ize'
2050 617363616c	' P' 'ascal'
2076696465 6f67	' vide' 'og'
207472616e73 706c	' trans' 'pl'
2072656e64 657273	' rend' 'ers'
206f64 6f72	' od' 'or'
2048 6f6c65	' H' 'ole'
656d 706f72617279	'em' 'porary'
44 73	'D' 's'
205357 4154	' SW' 'AT'
2074757274 6c6573	' turt' 'les'
2057696e 6e6572	' Win' 'ner'
203138 3830	' 18' '80'
656e64 657a	'end' 'ez'
206b69636b 6572	' kick' 'er'
205374 616e746f6e	' St' 'anton'
20436f6d62 696e65	' Comb' 'ine'
5374 617273	'St' 'ars'
6a 7567	'j' 'ug'
4e 75737261	'N' 'usra'
2073747269 76696e67	' stri' 'ving'
20696e 7365	' in' 'se'
657276 696c6c65	'erv' 'ille'
2072 696666	' r' 'iff'
206f72 62697473	' or' 'bits'
617274 65	'art' 'e'
204f766572 7761746368	' Over' 'watch'
696b 6b	'ik' 'k'
206f70 61717565	' op' 'aque'
206e 617469766573	' n' 'atives'
207769746864726177 696e67	' withdraw' 'ing'
656d 616b6572	'em' 'aker'
207377 61726d	' sw' 'arm'
20526f64 6e6579	' Rod' 'ney'
4d 6f74686572	'M' 'other'
2065 67	' e' 'g'
204a504d 6f7267616e	' JPM' 'organ'
207370656564 79	' speed' 'y'
2054 6574	' T' 'et'
2054 50	' T' 'P'
20537069656c 62657267	' Spiel' 'berg'
2042 454c	' B' 'EL'
207370 726565	' sp' 'ree'
2070726f6772657373 6573	' progress' 'es'
4e6f74 696365	'Not' 'ice'
49 4b	'I' 'K'
204d6174657269616c 73	' Material' 's'
204c 6970	' L' 'ip'
204775 61726473	' Gu' 'ards'
20466163 696c697479	' Fac' 'ility'
20436f79 6f746573	' Coy' 'otes'
76 6f7573	'v' 'ous'
6a 6179	'j' 'ay'
4e4f54 45	'NOT' 'E'
20 c4	' ' '�'
456d 706c6f79	'Em' 'ploy'
2070 c3a5	' p' 'å'
2052616d 6164616e	' Ram' 'adan'
2056 616d70697265	' V' 'ampire'
434f4d 4d454e54	'COM' 'MENT'
4175737472616c 69616e	'Austral' 'ian'
206c616d656e74 6564	' lament' 'ed'
203235 35	' 25' '5'
20636865 6673	' che' 'fs'
20436c 617573	' Cl' 'aus'
206578 697473	' ex' 'its'
206272 61636b657473	' br' 'ackets'
20626c 697373	' bl' 'iss'
696e 6b65	'in' 'ke'
4f6666 696369616c	'Off' 'icial'
20777265636b 616765	' wreck' 'age'
20646570 6c65746564	' dep' 'leted'
204e6963 61726167	' Nic' 'arag'
2042656c 69657665	' Bel' 'ieve'
33 3830	'3' '80'
204b 61746879	' K' 'athy'
20426f6e 7573	' Bon' 'us'
2052 61736d	' R' 'asm'
20446576 696365	' Dev' 'ice'
206368 6f70	' ch' 'op'
7265 7273	're' 'rs'
207061696e 746572	' pain' 'ter'
20737479 6c697368	' sty' 'lish'
20706f6c79 67	' poly' 'g'
206379 74	' cy' 't'
4946 46	'IF' 'F'
207361637269666963 696e67	' sacrific' 'ing'
207265736964 75616c	' resid' 'ual'
206f6e 74	' on' 't'
206d6f74 6966	' mot' 'if'
206d696c64 6c79	' mild' 'ly'
2052 4146	' R' 'AF'
2046 756a	' F' 'uj'
68 6f726e	'h' 'orn'
206d 75	' m' 'u'
2065766163 75617465	' evac' 'uate'
2063 6972	' c' 'ir'
20626573 6965	' bes' 'ie'
616c 616e	'al' 'an'
20656c64 657374	' eld' 'est'
2064697372757074 696e67	' disrupt' 'ing'
206372797374 616c6c	' cryst' 'all'
205265 67676965	' Re' 'ggie'
204e 61746f	' N' 'ato'
6974 6f72696e67	'it' 'oring'
20746f78 6963697479	' tox' 'icity'
207363 616e74	' sc' 'ant'
617574 696f6e73	'aut' 'ions'
2044 6f6e67	' D' 'ong'
70 6f6c696379	'p' 'olicy'
6f63 696f7573	'oc' 'ious'
20706172616772617068 73	' paragraph' 's'
2064697368 6f6e	' dish' 'on'
2073706563 696d656e	' spec' 'imen'
2052656e 6f	' Ren' 'o'
20696e7369676e 69666963616e74	' insign' 'ificant'
206172 64	' ar' 'd'
2068 617273	' h' 'ars'
7175 696e	'qu' 'in'
204578706572 7473	' Exper' 'ts'
204578706572 696d656e74	' Exper' 'iment'
2070726563 6172696f7573	' prec' 'arious'
206f 67	' o' 'g'
20636f636b 7461696c73	' cock' 'tails'
2048 6f66	' H' 'of'
20696e64 6966666572656e6365	' ind' 'ifference'
206272656174 6874616b696e67	' breat' 'htaking'
20676f616c74 656e646572	' goalt' 'ender'
20476172 6c616e64	' Gar' 'land'
207363 617273	' sc' 'ars'
204a6f68616e6e 6573	' Johann' 'es'
205572756775 6179	' Urugu' 'ay'
20736c 61696e	' sl' 'ain'
20616c746572 636174696f6e	' alter' 'cation'
204c 54	' L' 'T'
7468 6961	'th' 'ia'
72 69737473	'r' 'ists'
207365 697a696e67	' se' 'izing'
2062726565 7a65	' bree' 'ze'
2062 72617a	' b' 'raz'
2047 616d62	' G' 'amb'
20766973 636572	' vis' 'cer'
206b696c 6f6772616d73	' kil' 'ograms'
206469736167 72656573	' disag' 'rees'
20616e 657374	' an' 'est'
204d6f6e7468 6c79	' Month' 'ly'
70 69636b	'p' 'ick'
2042 4345	' B' 'CE'
206e617263 6f74696373	' narc' 'otics'
20446174 6162617365	' Dat' 'abase'
70 6f64	'p' 'od'
20496e 697469616c	' In' 'itial'
72657374 6564	'rest' 'ed'
706572 6961	'per' 'ia'
496e7374 616c6c	'Inst' 'all'
20506c 617465	' Pl' 'ate'
204775 7973	' Gu' 'ys'
204167 656e7473	' Ag' 'ents'
206f6273657276 6573	' observ' 'es'
2066 c3bc72	' f' 'ür'
2064 617a7a	' d' 'azz'
203133 33	' 13' '3'
7473 6b79	'ts' 'ky'
56 61	'V' 'a'
20537562 7374	' Sub' 'st'
2043 5053	' C' 'PS'
76656e 6765	'ven' 'ge'
20756e66 696e6973686564	' unf' 'inished'
20706c6179 626f6f6b	' play' 'book'
206f78 696465	' ox' 'ide'
2068 70	' h' 'p'
2067656e746c65 6d656e	' gentle' 'men'
6f62 696c6573	'ob' 'iles'
204c 6f7373	' L' 'oss'
206564 697473	' ed' 'its'
54 6564	'T' 'ed'
20636f6d70726f6d 6973696e67	' comprom' 'ising'
7570 64617465	'up' 'date'
20737175617265 6c79	' square' 'ly'
2044656d 70	' Dem' 'p'
7572 70	'ur' 'p'
20627265 656473	' bre' 'eds'
2053756d 6d6f6e	' Sum' 'mon'
6c 6167	'l' 'ag'
207368 727567	' sh' 'rug'
2066 75	' f' 'u'
20676174686572 696e6773	' gather' 'ings'
204b 656c6c6572	' K' 'eller'
20536f 636869	' So' 'chi'
4172 726179	'Ar' 'ray'
2076 696c	' v' 'il'
20696e636f6d706574 656e6365	' incompet' 'ence'
2042656c 6c65	' Bel' 'le'
526570 6f727473	'Rep' 'orts'
2073687574 746572	' shut' 'ter'
20646973636f6e74 656e74	' discont' 'ent'
20477265656e 77616c64	' Green' 'wald'
206e 6573746564	' n' 'ested'
656e 76	'en' 'v'
6f7574 696e65	'out' 'ine'
2052 6f65	' R' 'oe'
2043 4f50	' C' 'OP'
79 61726473	'y' 'ards'
206e65 6172696e67	' ne' 'aring'
20686172617373 696e67	' harass' 'ing'
2066 6f6f7468	' f' 'ooth'
20456c 6d	' El' 'm'
2043616c64 77656c6c	' Cald' 'well'
6f6b 69	'ok' 'i'
2072656c656e74 6c6573736c79	' relent' 'lessly'
206c61 75646564	' la' 'uded'
2045726e 7374	' Ern' 'st'
ee 80	'�' '�'
2064 756e6b	' d' 'unk'
20627564 64696573	' bud' 'dies'
20 697265	' ' 'ire'
4d 4f4e	'M' 'ON'
207572 67656e746c79	' ur' 'gently'
206f6e 7374616765	' on' 'stage'
204261726e 657474	' Barn' 'ett'
656e74 61	'ent' 'a'
20736b 797363	' sk' 'ysc'
20636c 757374	' cl' 'ust'
203230 32	' 20' '2'
e28099 29	'’' ')'
2074726164 6572	' trad' 'er'
207368 616b6573	' sh' 'akes'
7d 29	'}' ')'
646566 696e65	'def' 'ine'
4f52 5453	'OR' 'TS'
6f6c79 6e	'oly' 'n'
2070726f 7374617465	' pro' 'state'
73 6f756e64	's' 'ound'
2077656172 61626c65	' wear' 'able'
206368 6f726473	' ch' 'ords'
2050 757070	' P' 'upp'
2063657265 616c	' cere' 'al'
20566973 61	' Vis' 'a'
20536d 6f6b65	' Sm' 'oke'
2046 696c6c	' F' 'ill'
47 69	'G' 'i'
20646973706172 617465	' dispar' 'ate'
2056 6163	' V' 'ac'
2042 6f6b6f	' B' 'oko'
206669727374 68616e64	' first' 'hand'
204b 61726e	' K' 'arn'
2042 4947	' B' 'IG'
696772 61746564	'igr' 'ated'
20766967 6f726f7573	' vig' 'orous'
20726f79 616c74696573	' roy' 'alties'
20636f 6174696e67	' co' 'ating'
204d 697a	' M' 'iz'
2045 4646	' E' 'FF'
6162 6572	'ab' 'er'
206772 696c6c	' gr' 'ill'
2063617665 6174	' cave' 'at'
204844 4d49	' HD' 'MI'
2044 726f	' D' 'ro'
2062726f 6b657273	' bro' 'kers'
20636f6e 65	' con' 'e'
2063 657373	' c' 'ess'
207761 6976657273	' wa' 'ivers'
2056 6f67	' V' 'og'
204d6167 676965	' Mag' 'gie'
64726f 7070696e67	'dro' 'pping'
2066 656e636573	' f' 'ences'
20546572 6d73	' Ter' 'ms'
20526f6d 65726f	' Rom' 'ero'
2077696c6c 696e676c79	' will' 'ingly'
20696e646f 6f7273	' indo' 'ors'
